name,latitude,longitude,phone,address,emergency
Dr Chaudhry's Moral Hospital,28.7023722,77.2724415,,,
RK Hospital,28.5034403,77.2480077,,,
Lions Kidney Hospitals,28.571321,77.274224,,,
Taravati Hospital,28.628851,77.300537,,,
Panchsheel Hospital,28.7017,77.279607,,,
Jai Maa Tara Hospital,28.6738845,77.1800003,,,
Viola Hospital,28.5588756,77.2942198,,,
Safdarjung Hospital,28.5773794,77.1774582,,,
BSF Hospital,28.5109301,77.2407796,,,
Bal Kishan Memorial Hospital,28.5118287,77.2346317,,,
Neha Hospital,28.7196717,77.2658014,,,
L.D. Hospital,28.5004025,77.3232801,,,
Triveni Hospital,28.7207367,77.2666955,,,
Kunj Eye Hospital,28.500025,77.237142,,,
Virmani Hospital,28.619588,77.3012574,,,
Faraz Hospital,28.5464875,77.3005748,,,
Aashlok Hospital,28.566466,77.198976,,,
Vinod Karhana Hospital,28.712504,77.2626857,,,
Curewell Hospital,28.6651197,77.1952107,,,
National Hospital,28.507902,77.2494122,,,
Sawan Neelu Angel's Multispeciality Hospital,28.522116,77.215201,,,
Muskan Hospital,28.6919851,77.2548371,,,
Arpan Hospital,28.5104176,77.2374101,,,
Asian Samra Multi Speciality Hospital,28.701808,77.278726,,,
Iqbal Faizy Hospital,28.5561387,77.2893706,,,
Vikas Hospital,28.5193612,77.1743007,,,
Base Hospital,28.5095632,77.2486514,,,
Batla Hospital,28.56701,77.2843026,,,
AIIMS Urban Health Centre,28.5221871,77.242704,,,
Silver Line Nursing Home,28.6228036,77.2959726,+91 70489 95140,,
Cribs Hospital,28.543241,77.300456,,,
Dr. Sunder Lal Memorial Hospital,28.5063405,77.231747,,,
Kavita Poly Clinic & Hospital,28.7261791,77.2704213,,,
Sanjeevan Hospital,28.6412816,77.2429413,,,
Jeewan Hospital,28.643625,77.188255,,,
Bhagat Hospital,28.6085331,77.1060923,,,
Mavi Hospital,28.7134013,77.263533,,,
Sri Guru Nanak Charitable Hospital,28.629893,77.146723,,,
Guru Harkrishan Hospital,28.581479,77.261959,,,
Aarogya Hospital,28.6413801,77.2863392,,,
Bansal Hospital,28.563833,77.271553,,,
Apex Citi Hospital,28.6265513,77.3019477,,,
Adarsh Hospital,28.535139,77.2223229,,,
ECHS Polyclinic Hospital,28.5095465,77.2545063,,,
Dhan Devi Charitable Hospital,28.5253365,77.2363897,,,
White House Hospital,28.7018331,77.2784256,,,
Delhi ENT Multispeciality Hospital,28.539926,77.292145,,,
Khadija National Hospital,28.6437984,77.2381596,,,
Apex Hospital,28.5001805,77.1843915,,,
Balak Ram Hospital,28.5114808,77.202496,,,
Nature Care Hospital,28.7618377,77.1871469,,,
Raj Poly Clinic Hospital,28.6989183,77.0530355,,,
Jain Muni Roshan Lal Charitable Hospital,28.6751133,77.162161,,,
Chouhan Hospital,28.8260731,77.1760006,,,
Sinha Hospital,28.6124178,76.9931022,,,
Nirmal Hospital,28.820678,77.173096,,,
Rohan Hospital,28.629752,77.002263,,,
Dr. Meena Indra Hospital,28.7984412,77.0356652,,,
Indus Valley Hospitals,28.6136472,76.9909557,,,
Naman Hospital,28.85958,77.101773,,,
Pearl Hospital,28.5959686,76.9916517,,,
Kesar Hospital,28.695522,77.0591,,,
Shree Hospital,28.5982541,77.041201,,,
Devansh Hospital,28.7501926,77.0825296,,,
Hitaishi Hospital,28.7057013,77.1225618,,,
Dispensary Child Welfare Centre,28.6887375,77.1330548,,,
Vishwakarma Hospital,28.6110344,76.9735825,,,
Airmid Hospital,28.7449013,77.144869,,,
Gahlot Hospital,28.704823,77.043677,,,
Sanjeevani Hospital,28.851102,77.085381,,,
ESI TB Hospital,28.735014,77.1401182,,,
Navjeevan Hospital,28.6948742,77.1088735,,,
Bm Hospital,28.6184538,77.0658712,,,
Delhi Global Hospital,28.7449215,77.1431698,,,
Choudhary Hospital,28.6900075,77.1481284,,,
Narayani Hospital,28.6122422,76.9798637,,,
Sunil Memorial Nursing Home,28.5873313,77.0846422,,,
Sudarshan Hospital,28.845479,77.089664,,,
Saransh Hospital,28.6887151,77.1324657,,,
Jeevandan Hospital,28.6952239,77.0549322,,,
Manipal Hospitals,28.5929199,77.0637613,,,
Sant Soham Hospital,28.7974008,77.033424,,,
Clifton Springs Hospital,28.6005702,76.9885337,,,
Surya Kiran Hospital,28.6138396,76.9923106,,,
Jeevan Daan Hospital,28.698019,77.054191,,,
Ardent Hospital,28.5869919,77.0859526,,,
Dr. Rakesh Multispeciality Hospital,28.8402532,77.0822963,,,
New Heera Hospital,28.6130081,76.9887306,,,
Shanti Mohan Hospital,28.852043,77.082868,,,
Marg Hospital,28.6997775,77.0513459,,,
Dwarka Heart Centre,28.5995579,77.0436777,,,
Kalpavriksh Super Speciality Center,28.5978809,77.0351429,,,
Maujiram Lions Eye Hospital,28.837695,77.1797456,,,
Skylife Multispeciality Hospital,28.7497815,77.1430972,,,
Naturopathy Hospital,28.7272273,77.1431096,,,
Vikas Hospital Private Limited,28.610754,76.980957,,,
City Health Hospital,28.6105806,76.9735567,,,
Shri Sanjivani Hospital,28.6080273,76.9857721,,,
Tyagi Hospital,28.6912301,77.0902773,,,
Ortho Care Hospital,28.613246,76.991315,,,
Avantika Multispeciality Hospital,28.6979066,77.1085167,,,
Aastha Hospital,28.7327628,77.1416494,,,
Shri Multan Sewa Samiti Eye Care Hospital,28.6942651,77.1302581,,,
Ayushman Hospital,28.5881804,77.0596665,,,
Shree Balaji Hospital,28.7985051,77.0352927,,,
Ishan Hospital,28.7336313,77.1397543,,,
City Hospital 42,28.7457338,77.1445171,,,
Aryan Hospital,28.7999135,77.0364781,,,
Vinayak Hospital,28.6985342,77.1870961,,,
Bhagat Chandra Hospital,28.6051867,77.0984624,,,
Aggarwal Nursing Home,28.6766024,77.1804445,,,
Shradha Multi Speciality Hospital,28.856633,77.088436,,,
Rosewood Hospital,28.610136,76.992631,,,
Jackson Hospital & Research Centre,28.7375325,77.121294,,,
Orchid Hospital Maternity and Heart Centre,28.614656,77.0874447,,,
Ekta Hospital,28.74831,77.1405079,,,
O.P. Memorial Hospital,28.6992105,77.0965459,,,
Foji Hospital,28.6133491,76.9760625,,,
Arogya Care,28.6958743,77.0588261,,,
Apaar Nursing Home,28.614442,77.071139,,,
Dwarka Hospital,28.6166831,77.0316366,,,
Savitri Hospital,28.7353344,77.0128194,,,
Bawasher Hospital,28.6742139,77.1761804,,,
Budhho Devi Hospital,28.843007,77.0913617,,,
Kalyani Hospital,28.6132186,76.9876459,,,
Dhanwati Hospital,28.6123667,76.9686781,,,
Janki Hospital,28.6058663,76.987173,,,
Angel Agastya Multi Speciality Hospital,28.5870577,77.0857082,,,
Jay Hospital,28.6085349,76.9861235,,,
Deepan Hospital,28.5300327,77.0848898,,,
Sunrise Hospital,28.730694,77.133406,,,
Sushila Hospital,28.8596954,77.08365,,,
Shiv Jivodaya Janta Hospital,28.844519,77.087491,,,
Dwarka New Born and Child Hospital,28.6194069,77.0291453,,,
Lifeline Hospital,28.5941071,77.0426925,,,
Chander Leela Hospital,28.6186477,77.0623437,,,
K R Gangwal Hospital,28.8576922,77.1070231,,,
Nirmala Hospital,28.6312194,77.0015182,,,
Kukreja Hospital,28.696354,77.053765,,,
New Rohini Hospital,28.6995752,77.0963422,,,
Samarpan Multispeciality Hospital,28.8427173,77.0884491,,,
Sanjevani Hospital,28.6052388,76.9874092,,,
Sanjeevan Surgical Centre,28.6992877,77.0962764,,,
Janta Hospital,28.8416834,77.077561,,,
Nirvana Hospital,28.731172,77.1332663,,,
Dharam Devi Hospital,28.425512,77.316081,,,
Qrg Hospital,28.4162674,77.3189551,,,
Lala Diwan Chand Charitable Hospital,28.4804539,77.3143648,,,
Nawal Hospital,28.8718637,77.1202225,,,
St Stephen's Hospital Health Care Facility,28.485499,77.104817,,,
Children Hospital,28.4750562,77.0348668,,,
Gautam Hospital,28.442666,77.008965,,,
Lal Superspeciality Hospital,28.4577794,77.016731,,,
Shri Gobind Hospital,28.4580095,77.0164047,,,
Government Dispensary,28.6705615,77.1511902,,,
DGD Prem Nagar,28.66261,77.1624729,,,
Kelvin Diagnostics,28.6625223,77.1417334,,,
Gyanchandra Joshi Ayurvedic Hospital,28.662511,77.144284,,,
DR CHOPRAS SPINE JOINT SOLUTIONS INDIA - joint replacement doctor in west Delhi,28.6581639,77.1421631,,,
Guru Ram Dass Charitable Hospital,28.6376807,77.1125936,,,
Arvind Medicare,28.6311711,77.2170294,,,
General Williams Hospital,28.6267808,77.2182706,,,
Max Superspeciality Hospital,28.6346135,77.3330229,,"W-3 Near Radisson Blu Hotel, Sector 1, Vaishali",
DR KAPOOR'S Dental Care and Implant Centre,28.5095465,77.0450085,,"House No 3425 Sector 23, Near Gate No 3",no
Unnamed,28.5391557,77.282953,,"UNIT - 209, 2ND FLOOR, U.S. COMPLEX, OPP. APOLLO HOSPITAL,120, MATHURA ROAD",
Sanjay Gandi Hospital,28.6337619,77.1700493,,,
Aggarwal Dharmarth Hospital,28.6812368,77.1976619,,,
Om Prem Charitable Hospital,28.6317452,77.3498755,,,
"Delhi City, Medical",28.6559519,77.2811441,,,
Indraprastha Apollo Hospital,28.5408159,77.2835195,,"Indraprastha Apollo Hospital, Mathura Rd, Jasola Vihar",
SCI IVF Hospital,28.5495245,77.2337844,,,
HAH century hospital,28.5128503,77.2513477,,Guru Ravidas Marg,yes
Chaudhary Braham Prakash Ayurvedic Charak Sansthan,28.5721366,76.9336152,,,
Unnamed,28.6134172,76.9951114,,,
ESI hospital,28.4682563,77.0013092,,Sector 9A,
HOD Karkardooma - House Of Diagnostics,28.6470935,77.3020999,,15 Hargovind Enclave,no
HOD Ashok Vihar - House Of Diagnostics,28.6956326,77.1874885,,B52 GT Karnal Industrial Area,no
HOD Rajouri Garden - House Of Diagnostics,28.6484714,77.1204602,,A19 Vishal Enclave Shivaji Marg,no
al-shifa,28.5570345,77.2929977,,,
Oncoplus Hospital,28.5697622,77.2267424,,,
SITE,28.5764608,77.0675724,,,
Vardayani Charitable Multi-Speciality Hospital,28.7221086,77.171616,,C-33 Shah Alam Bandh Marg Adarsh Nagar,
Anand Maya Multi Speciality Hospital,28.7299137,77.1600821,,,
Mahajan Hospital,28.7183028,77.1710383,,,
Parnami Orthopaedic Hospital,28.7136327,77.1734502,,,
Shanti Kumud Hospital,28.7176383,77.1701132,+91-11-4583-1122;+91-11-4580-5566,A-8 Adarsh Nagar,
Guru Harkrishan Polyclinic Bangla Sahib,28.6267693,77.2092035,011 23340171,,
ESIC Hospital,28.7273448,77.126818,,,
Patel Hospital,28.6308656,77.2783314,,,
JNU Health Centre,28.5495066,77.1676082,,,yes
Hans Charitable Hospital,28.7002703,77.2083671,,,
Jain Hospital,28.4284279,77.058622,,,
Marengo Asia Hospitals,28.4153658,77.3189995,,,
KK SURGICAL CENTRE,28.6925868,77.292098,,,
TYGAI DIAGNOSTIC CENTER,28.6913354,77.2913592,,,
INDIAN BAGHEERA VETERINARY HOSPITAL,28.6944964,77.2921256,,,
BHARAT VIKAS PARISHAD(FREE EYE CAMP),28.6885897,77.2917846,,,
MIND BRAIN & MENTAL HOSPITAL,28.6904216,77.2916753,,,
Unnamed,28.7361467,77.2977806,,,
MAHALAKSHMI HOSPITAL,28.6892732,77.2986283,,,
DUKH NIWARAN MEDICAL CENTER,28.6865598,77.2902512,,,
supreme hospital,28.4910033,77.2911674,,,
Unnamed,28.735724,77.2886859,,,
Aakash Hospital,28.6053767,77.0536459,,,
Injury Centre,28.6063225,77.0526152,,,
Saroj Medical Institute,28.7340712,77.1390604,,,
BR Healthcare Rohini,28.7443866,77.1196309,,,
Unnamed,28.4828162,77.0952619,,,
Verizon Hospital,28.4399865,77.0705,,,
Indian Cancer Institute,28.5483823,77.2419692,,,
Airport Health Organization,28.5445057,77.115956,+91 11 2565 2129,,
Ravi Nursing Home,28.6172493,77.0305823,,,
IndraGandhi ESI HOSPITAL,28.6665679,77.3110943,,,
Ambedkar Nagar Hospital,28.5223965,77.2383804,,Maharishi Valmiki Marg,
Banwari Lal Charitable Trust Diagnostic Centre,28.6420044,77.2042941,,,
Dr. Himani Yadav,28.4299657,77.0777145,,"Plot No 1287N Block H, Sector 57",yes
Kasturba Hospital,28.6485447,77.2385223,,,
Under Construction Hospital,28.6336658,77.061634,,,
parakh hospital,28.6930519,77.3394581,,,
Unnamed,28.4981571,77.1017103,,,
Apollo Fertility,28.5964346,77.0400311,,,
Metro Heart Institute,28.5973655,77.33789,,,
Metro Multi-speciality Hospital,28.5974786,77.3358702,,,
Chandralakshmi Hospital,28.6460547,77.340079,,,
Paras Hospital,28.6471942,77.3446415,,130 Sector 4,
Dr. Shroff Charity Eye Hospital,28.6459381,77.242051,,,
Medical Room,28.583431,77.1538641,,,yes
Tyagi Hospital,28.7187985,77.1681742,,,
Medanta,28.4635254,77.09453,,,
Dr Vipin Maheshwari,28.4317572,77.0723439,,"Artemis Hospital, Sector 51,",
SRG Speciality Hospital,28.6706849,77.1794945,,,
Malik Radix,28.6353257,77.2881381,,"C-217,218",
Shanti Nursing Home,28.6190345,77.2856275,,"A-37 Block A, Pandav Nagar",
Dr. Batra's Clinic,28.5288731,77.2557006,,37/977 DDA FLATS,no
Shanti Medical Centre,28.619157,77.2855408,,"Block A, Pandav Nagar",
Ariston Multispeciality Hospital,28.5379869,77.2482605,,,
Dr Sarita Jaiswal,28.6026654,77.3140801,,"Metro Station, Dharamshila Rd, near Ashok Nagar, Vasundhara Enclave",
PUSHPANJAL hospital,28.6803024,77.085012,,,
Sant Nirankari Health City (SNHC),28.7242334,77.2028697,,,
Infirmary,28.6414623,77.299997,,,
The Dental Solace,28.4287361,77.0863225,,1st floor Sector 57,
Nulife Multi Specialty Hospital,28.7008293,77.2086357,+911147005555,Banda Bahadur Marg,
Center For Sight,28.4262389,77.0592261,+91 11 4250 4250,"GF-22,23,24,25",
Unnamed,28.5683579,77.2171554,,,
Diabetes & Hormone Clinic,28.535271,77.294414,,"House number 211 Pocket J, Sarita Vihar",
Unnamed,28.5647216,77.2447463,,,
Pristyn Care Elantis,28.5650215,77.2477571,,,
T.R.U.E Hospitals,28.4353786,77.0716733,+91 92204 72227,,
Dr. Alokik Gupta,28.4328421,77.3157383,,"Sector 28,",
Dr. Alokik Gupta,28.4325179,77.3158024,,Sector 28,yes
Jayprakash Infotech,28.6094967,77.2116967,,B-202 sanjay Namr,
Dr. Ram Manohar Lohia Hospital,28.6260617,77.2007463,011-22344470;23404040;23365525;23404325,,
Neelkanth Hospital Pvt. Ltd,28.483357,77.107626,,,
Fortis Hospital,28.5192884,77.160342,,"Sector B1, Vasant Kunj Aruna Asif Ali Marg",yes
Moolchand Khairati Ram Hospital,28.5666901,77.2355355,+91 42000102,,yes
Bensups Hospital,28.5926773,77.0440717,,,
Sheetla Hospital And Eye Institute Private Ltd,28.4680581,77.0255218,,,
Batra Hospital,28.5139239,77.245588,,,
Nayati Sunder Lal Jain Hospital,28.6921368,77.1814937,47030900,,
"ESI Hospital, Rohini",28.7279282,77.1257748,27861033,,yes
Babu Jagjivan Ram Memorial Hospital,28.734498,77.172782,1127634636,Bhalswa Jahangirpuri,
Escorts Heart Institute,28.5600929,77.2737665,,,yes
Holy Family Hospital,28.5621873,77.2758221,,,
Northern Railway Hospital,28.6620693,77.2197946,9717631546,,
World Laparoscopy Hospital,28.4945604,77.0916752,,,
Shamsi Clinic,28.5303246,77.2140321,,,yes
MAX Hospital,28.5273506,77.2116849,,2 Press Enclave Marg,yes
Shree Balaji Action Medical Hospital,28.6739618,77.1105596,,,
Metro Hospital & Heart Institute,28.5973745,77.337885,,,yes
Sir Ganga Ram Hospital,28.6386014,77.189509,+91 11 3512 5600;+91 11 4225 4000,Sir Ganga Ram Hospital Marg,yes
Vimhans,28.5679787,77.251595,,,yes
Rao Tula Ram Memorial Hospital,28.5950616,76.9134857,1125318555,,yes
Bhagwan Mahavir Hospital,28.6886465,77.1179223,011 27034535,H-4/5 Guru Harkishan Marg,
Jivodaya Hospital,28.6924611,77.1723324,27253204,,
Sanjay Gandhi Memorial Hospital,28.6942391,77.0803838,,,
Unnamed,28.4065568,77.3179214,,,
Sarvodya Hospital,28.4029313,77.318225,,,
Vibal Hospital Private Limited - Faridabad,28.4193133,77.291159,,,
Columbia Asia Hospital,28.5091843,77.0413917,,Sector 23A Carterpuri Village,yes
"Civil Hospital, Sector 10, Gurugram",28.456161,76.9966194,+91-9050577548;+91-9868003478,Basai Road Sector 10,yes
Indian Spinal Injuries Centre,28.5324002,77.1420645,,,
Chaudhary Brahm Prakash Charak Sansthan,28.5722195,76.9361275,65152030,,no
Doctor B.L. Kapoor Memorial Hospital,28.6434628,77.1798663,+91-11-3040-3040,,yes
Unnamed,28.5970958,77.0235206,,,
Jyoti Memorial Charitable Hospital,28.6121748,76.9884181,,,
Unnamed,28.5777229,77.0483482,,,
JANAKPURI SUPER SPECIALITY HOSPITAL,28.6205706,77.0898999,1125508550,,
Maharaja Agarsain Hospital (Charitable),28.6916204,77.1647714,27129193,,
Unnamed,28.475062,77.0643217,,,
Dispensary,28.6108812,77.0743094,,,
ESI,28.6119495,77.0768248,,,
Jaipur Golden,28.6977272,77.1097813,27907000,,
Primus Super Specialty Hospital,28.5931317,77.1812336,011-66206620,,
Ramakrishna Mission T.B.Clinic and Medical Centre,28.6459024,77.1960357,,1 Arya Samaj Road,
Deen Dayal Upadhyaya Hospital,28.6280233,77.1123157,,,yes
Westend Hospital,28.6387806,77.0959392,,,
Unnamed,28.5325224,77.2385904,,,
Sardar Vallabh Bhai Patel Hospital,28.647023,77.1690532,25881201,,
Unnamed,28.6457857,77.2421267,9899287970,,
Acharya Shree Bhikshu Hospital,28.6622498,77.1403179,1125423011,,
Unnamed,28.4684934,77.0844412,,,
Unnamed,28.4501499,77.0822225,,,
Tibetan Medical and Astro Institute,28.5878284,77.2515018,,,no
Mayom Hospital,28.4579775,77.0636217,1244212500,,
Unnamed,28.41466,77.054382,,,
Shalby International Hospital,28.439411,77.1020584,,,
Unnamed,28.4268249,77.1103488,,,
Deep Chand Bandhu Government Hospital,28.6817121,77.1783405,011 2730 1374,,
Unnamed,28.6139885,77.2899867,,,
Max Healthcare,28.7277952,77.1526744,6642 2222,,
Dharamshila Hospital,28.6025681,77.3141397,011-22778788,,
Saket City Hospital,28.5274074,77.214229,011 4069 9999,,
Lal Bahadur Shastri Hospital,28.6186316,77.3136539,,,
Lal Bahadur Shastri Hospital,28.6178479,77.3114762,+91 11 2277 4145,,
Guru Nanak Eye Hospital,28.6383024,77.2322347,1123235145,,
Balak Ram Hospital,28.7052648,77.2252481,1123814204,,
Hindu Rao Hospital,28.6759294,77.2120112,,,
Maharishi Valmiki Disease Hospital,28.7043632,77.2031173,,,
Rajan Babu Tuberculosis Hospital,28.7018915,77.2006242,,,
Central Armed Police Forces Institute of Medical Sciences,28.4746541,77.2158554,,,
Unnamed,28.5886316,77.0373547,,,
Unnamed,28.5886581,77.0378567,,,
Guru Gobind Singh Hospital,28.6538651,77.1071505,011-25190375,,
Indiraj Hospital,28.8523257,77.0847787,,,
Mrs. Girdhar Lal Maternity Hospital,28.6433234,77.2245015,+91 11 2323 1649,,
Doctor Baba Saheb Ambedkar Hospital,28.7140081,77.113726,1127055585,,yes
Rajiv Gandhi Cancer Institute and Research Center,28.7163957,77.110907,,,
Max Hospital,28.4613357,77.0747048,,,yes
"Sparsh Hospital, Faridabad",28.4449747,77.3186068,,,
Artemis Health Institute,28.4311541,77.0721527,,,
Government Dispensary,28.6098281,77.3377451,,,
Cloudnine Fertility Hospital,28.427426,77.0573543,,"MSJ House, Plot No. A-2 Mayfield Gardens, Sector 47",
Unnamed,28.5341882,77.1524954,,,
Eye Mantra Hospital,28.67869,77.0985133,,"A1/10 Ground floor, Paschim Vihar West M. Pillar 262, Rohtak Road",
Gupta Ultrasound & Heart Care Centre,28.6712469,77.1123782,,,
Mantra Care,28.6786838,77.0986145,,"A1/10 First floor, Paschim Vihar West M. Pillar 262, Rohtak Road, Delhi",
Unnamed,28.509567,77.0450773,,,
Dhanvantari Ayurvedic Hospital,28.6706874,77.1255169,,,
C.G.H.S. Maternity & Gynae Hospital,28.5655017,77.1768786,011-26174490,,
Asian Institute of Medical Science,28.426038,77.2998348,,,
Unnamed,28.6214973,77.0816736,,,
Fortis Hospital,28.709266,77.1702072,45302222,,
The Leprosy Mission Community Hospital,28.6914576,77.3177567,,,
Unnamed,28.666886,77.3115102,,,
Pushpanjali Medical Centre,28.6540075,77.3090007,223728,,
Shanti Mukund Hospital,28.6457448,77.3017216,47276600,,
Holistic Skin Care,28.5192765,77.214379,,"J-95 1st Floor, Saket",
Sawan Neelu Angel's Multispeciality Hospital,28.5221035,77.2151007,011 4319 1300,,
Unnamed,28.6186223,77.0781119,,,
sai nursing home,28.6132251,77.3232862,,"D-8 main market , opposite of state bank of india  ,old kondli",
Shankar Hospital,28.6281049,77.0725858,,,
"Government Maternity Hospital, Laxmi Nagar",28.635087,77.2781102,1122041360,,
Delhi Cantonment General Hospital,28.5985673,77.1249399,+91 1800 11 5300,,
AB Hospitals,28.4685263,77.0518756,,"87, IDC Sector 16, Mehrauli Gurgaon Road",no
Chaudhary Eye Centre,28.6420359,77.2436745,+91 97 17 896104,"4802/24, Bharat Ram Road Ansari Road",
Pt. Madan Mohan Malviya Hospital,28.5355481,77.2138956,1126689999,,yes
RBS Hospital,28.4929015,77.0973756,,,no
Safdarjung Hospital,28.5672495,77.2050872,+91 011 2616 5060,,
Unnamed,28.5677392,77.2008859,,,
Saint Stephen's Hospital,28.6659998,77.2139404,+91 11 2396 6021;+91 11 2396 6022;+91 11 2396 6023;+91 11 2396 6024;+91 11 2396 6025;+91 11 2396 6026;+91 11 2396 6027;+91 11 2397 7930;+91 11 2395 7977;+91 11 2398 3573;+91 11 2398 3580;+91 11 2398 2978;+91 11 2395 8005,,
Unnamed,28.5831981,77.1505283,,Subroto Park,
Army Research and Referral Hospital,28.5835657,77.1570762,,,
Station Medicare Centre,28.579391,77.122665,,Maude Road,yes
Station Medicare Center,28.5768166,77.0922286,,New Pinto Park,
Unnamed,28.433746,77.0068754,,,
Unnamed,28.4341054,77.0067576,,,
Unnamed,28.529941,77.3209499,,,
Triton Hospital,28.547281,77.2547179,,C-30:C-31,
Madhukar Rainbow Children's Hospital,28.5293079,77.2047222,,,yes
MCD Dispensary,28.7365863,77.1977941,,Shanti Swaroop Tyagi Marg,no
Unnamed,28.4184453,77.0975184,,,
Primary Health Centre,28.5914695,77.0817881,,,
Jeevan Anmol Hospital,28.6057953,77.295473,+91-11-2275-0380;+91-11-2279-5237;+91-85276-77688,,
Madhav Nursing Home,28.6991412,76.9929839,+91 99108 53444,"LANE NO. 1 GREEN VALLY,MADHAV MARG, GHEVRA MOD , GHEVRA",
Walia Nursing Home,28.6330306,77.2807284,011-22542294,,
Garg Hospital,28.6531557,77.2949431,4327 4444,,
Parivar Seva Clinic,28.6521672,77.2946143,22375975,,
Surya hospital,28.6630132,77.2858059,2200 2364,,
Shri Ram Singh Hospital,28.6605443,77.2875908,22003244,,
MCW Defence Colony,28.5676699,77.2340119,,,
Dr. Swati Srivastava | Gynecologist in Delhi,28.529182,77.2137594,,25A Hauz Rani Road,yes
Max Superspeciality Hospital,28.6333025,77.309241,+91 11 4303 3333,108-A,yes
Maharaja Agrasen Hospital,28.5937066,77.0784742,,Sector 1 Dwarka,
Anandam Psychiatry Center,28.6637995,77.141665,,,
Galaxy Hospital,28.6529838,77.2949809,,,
Gopal Nursing Home,28.6908756,77.2915009,,,
Makkar Multispeciality Hospital,28.641072,77.2824092,,,
Unnamed,28.7270354,77.142872,,,
Rajiv Gandhi Super Speciality Hospital,28.6897226,77.3165616,1165252480,Rajiv Gandhi Super Speciality Hospital Tahirpur Road,
Delhi State Cancer Institute,28.6865811,77.3088412,+91-11-2213 5700,"8, Delhi State Cancer Institue East Nathu Colony, GTB Enclave",
HOD Green Park - House Of Diagnostics,28.5604747,77.2074813,,50/4-6 Yusuf Sarai Market Aurobindo Marg,no
Sanjeevni Hospital,28.5442258,77.2953129,,,
SITE BOUNDARY,28.5767769,77.0675661,,,
Munshi Shiv Charan Sadar Lions Hospital,28.7285988,77.1671261,,,
Sant Nirankari Health City (SNHC),28.7238117,77.202386,,,
DGD Surajmal Vihar,28.6588834,77.3060133,,,
Unnamed,28.6557829,77.0161632,,,
Nazar Kanwar Surana Hospital,28.675348,77.1908489,,,
Unnamed,28.5725403,77.3407693,,,
Metro Hospital & Heart Institute,28.518172,77.0389853,,,yes
Unnamed,28.4797485,77.0749497,,,
Unnamed,28.6346631,77.3329568,,,
Unnamed,28.7059596,77.1292653,,,
Burari Hospital,28.7615623,77.19016,,,
Palika Maternity Hospital,28.5838587,77.221808,011- 2465 4902,,
Unnamed,28.7417169,77.162104,,,
Kailash Deepak Hospital,28.6450481,77.3013758,,,
Metro Hospital and Cancer Institute,28.6384082,77.2948997,,,
SGT Medical College Hospital & Research Institute,28.4778041,76.9034748,,,
Sant Parmanand Hospital,28.6632045,77.2378123,,,
Sant Soham Hospital,28.7355881,77.112955,,,
SCI International Hospital,28.5498867,77.2340237,,,
Lajpat Nagar Colony Hospital,28.5691726,77.2447884,,,
Shri Dada Dev Matri Avum Shishu Chikitsalaya,28.6098487,77.0822906,,Dabri Village Dabri Palam Road,
Central Government Health Scheme Wellness Centre,28.5909316,77.1198971,,,
Birla Fertility & IVF,28.6677029,77.1319812,,57 Road Number 41,yes
Minimal Access Smart Surgery Hospital,28.5467781,77.2495543,,,
New Outpatient Department
Complex,28.6107764,77.129287,,,
Unnamed,28.5715245,77.2285303,,,
MCW Hauz Khas,28.5432302,77.2032121,,,
Medeor Hospital,28.5964097,77.0455121,,,
Indira Gandhi Hospital,28.57988,77.0620042,,,
Swami Dayanand Hospital,28.6791534,77.3035364,,,yes
Viswanathan Chest Hospital,28.6906989,77.2096817,,,
ESIC Hospital,28.6856828,77.3467537,,,
Sant Parmanand Hospital,28.6777185,77.2242462,,,
Vacant Plot for Hospital C-Block,28.6248245,77.142658,,,
Unnamed,28.5762661,77.3378924,,,
Unnamed,28.6031508,77.3241897,,,
ESIC Dispensary-cum-Diagnostic Center,28.6053495,77.2956806,,,
Dharmarth Hospital,28.7220368,77.1756459,,E-10 Dairy Road Adarsh Nagar,
CK Birla Hospital Gurgaon,28.4236654,77.0615586,+91 124 457 0112,Block J Nirvana Central Road,yes
